"","site.code","session","site.accession","subplot","rep","tree.count","value","species","measure"
"13479","DTOW","9","DTOW009","9","DTOW009-9",2,0,"GHFF","mean.tree"
"13480","DTOW","9","DTOW009","10","DTOW009-10",9,0,"GHFF","mean.tree"
"13481","DTOW","10","DTOW010","1","DTOW010-1",21,2.45238095238095,"GHFF","mean.tree"
"13482","DTOW","10","DTOW010","2","DTOW010-2",16,14.21875,"GHFF","mean.tree"
"13483","DTOW","10","DTOW010","3","DTOW010-3",12,2.625,"GHFF","mean.tree"
"13484","DTOW","10","DTOW010","4","DTOW010-4",19,0.421052631578947,"GHFF","mean.tree"
"13485","DTOW","10","DTOW010","5","DTOW010-5",4,0,"GHFF","mean.tree"
"13486","DTOW","10","DTOW010","6","DTOW010-6",10,0,"GHFF","mean.tree"
"13487","DTOW","10","DTOW010","7","DTOW010-7",16,0,"GHFF","mean.tree"
"13488","DTOW","10","DTOW010","8","DTOW010-8",9,0,"GHFF","mean.tree"
"13489","DTOW","10","DTOW010","9","DTOW010-9",2,0,"GHFF","mean.tree"
"13490","DTOW","10","DTOW010","10","DTOW010-10",9,0,"GHFF","mean.tree"
"13491","DTOW","11","DTOW011","1","DTOW011-1",21,1.66666666666667,"GHFF","mean.tree"
"13492","DTOW","11","DTOW011","2","DTOW011-2",16,14.84375,"GHFF","mean.tree"
"13493","DTOW","11","DTOW011","3","DTOW011-3",12,8.16666666666667,"GHFF","mean.tree"
"13494","DTOW","11","DTOW011","4","DTOW011-4",19,1,"GHFF","mean.tree"
"13495","DTOW","11","DTOW011","5","DTOW011-5",4,0,"GHFF","mean.tree"
"13496","DTOW","11","DTOW011","6","DTOW011-6",10,0,"GHFF","mean.tree"
"13497","DTOW","11","DTOW011","7","DTOW011-7",16,0,"GHFF","mean.tree"
"13498","DTOW","11","DTOW011","8","DTOW011-8",9,0,"GHFF","mean.tree"
"13499","DTOW","11","DTOW011","9","DTOW011-9",2,0,"GHFF","mean.tree"
"13500","DTOW","11","DTOW011","10","DTOW011-10",9,0,"GHFF","mean.tree"
"13501","DTOW","12","DTOW012","1","DTOW012-1",21,1.80952380952381,"GHFF","mean.tree"
"13502","DTOW","12","DTOW012","2","DTOW012-2",16,10.25,"GHFF","mean.tree"
"13503","DTOW","12","DTOW012","3","DTOW012-3",12,7.375,"GHFF","mean.tree"
"13504","DTOW","12","DTOW012","4","DTOW012-4",19,2.05263157894737,"GHFF","mean.tree"
"13505","DTOW","12","DTOW012","5","DTOW012-5",4,0,"GHFF","mean.tree"
"13506","DTOW","12","DTOW012","6","DTOW012-6",10,0,"GHFF","mean.tree"
"13507","DTOW","12","DTOW012","7","DTOW012-7",16,0,"GHFF","mean.tree"
"13508","DTOW","12","DTOW012","8","DTOW012-8",9,0,"GHFF","mean.tree"
"13509","DTOW","12","DTOW012","9","DTOW012-9",2,0,"GHFF","mean.tree"
"13510","DTOW","12","DTOW012","10","DTOW012-10",9,0,"GHFF","mean.tree"
"13511","DTOW","13","DTOW013","1","DTOW013-1",21,3.97619047619048,"GHFF","mean.tree"
"13512","DTOW","13","DTOW013","2","DTOW013-2",16,5.1875,"GHFF","mean.tree"
"13513","DTOW","13","DTOW013","3","DTOW013-3",12,6.16666666666667,"GHFF","mean.tree"
"13514","DTOW","13","DTOW013","4","DTOW013-4",19,0,"GHFF","mean.tree"
"13515","DTOW","13","DTOW013","5","DTOW013-5",4,0,"GHFF","mean.tree"
"13516","DTOW","13","DTOW013","6","DTOW013-6",10,0,"GHFF","mean.tree"
"13517","DTOW","13","DTOW013","7","DTOW013-7",16,0,"GHFF","mean.tree"
"13518","DTOW","13","DTOW013","8","DTOW013-8",9,0,"GHFF","mean.tree"
"13519","DTOW","13","DTOW013","9","DTOW013-9",2,0,"GHFF","mean.tree"
"13520","DTOW","13","DTOW013","10","DTOW013-10",9,0,"GHFF","mean.tree"
"13521","DAVO","1","DAVO001","1","DAVO001-1",43,0,"GHFF","mode.tree"
"13522","DAVO","1","DAVO001","2","DAVO001-2",13,0,"GHFF","mode.tree"
"13523","DAVO","1","DAVO001","3","DAVO001-3",20,0,"GHFF","mode.tree"
"13524","DAVO","1","DAVO001","4","DAVO001-4",10,0,"GHFF","mode.tree"
"13525","DAVO","1","DAVO001","5","DAVO001-5",37,0,"GHFF","mode.tree"
"13526","DAVO","1","DAVO001","6","DAVO001-6",16,0,"GHFF","mode.tree"
"13527","DAVO","1","DAVO001","7","DAVO001-7",20,0,"GHFF","mode.tree"
"13528","DAVO","1","DAVO001","8","DAVO001-8",15,0,"GHFF","mode.tree"
"13529","DAVO","1","DAVO001","9","DAVO001-9",17,0,"GHFF","mode.tree"
"13530","DAVO","1","DAVO001","10","DAVO001-10",75,0,"GHFF","mode.tree"
"13531","DAVO","2","DAVO002","1","DAVO002-1",43,0,"GHFF","mode.tree"
"13532","DAVO","2","DAVO002","2","DAVO002-2",13,0,"GHFF","mode.tree"
"13533","DAVO","2","DAVO002","3","DAVO002-3",22,0,"GHFF","mode.tree"
"13534","DAVO","2","DAVO002","4","DAVO002-4",10,0,"GHFF","mode.tree"
"13535","DAVO","2","DAVO002","5","DAVO002-5",37,0,"GHFF","mode.tree"
"13536","DAVO","2","DAVO002","6","DAVO002-6",16,0,"GHFF","mode.tree"
"13537","DAVO","2","DAVO002","7","DAVO002-7",20,0,"GHFF","mode.tree"
"13538","DAVO","2","DAVO002","8","DAVO002-8",15,0,"GHFF","mode.tree"
"13539","DAVO","2","DAVO002","9","DAVO002-9",17,0,"GHFF","mode.tree"
"13540","DAVO","2","DAVO002","10","DAVO002-10",75,0,"GHFF","mode.tree"
"13541","DAVO","3","DAVO003","1","DAVO003-1",43,0,"GHFF","mode.tree"
"13542","DAVO","3","DAVO003","2","DAVO003-2",13,0,"GHFF","mode.tree"
"13543","DAVO","3","DAVO003","3","DAVO003-3",22,0,"GHFF","mode.tree"
"13544","DAVO","3","DAVO003","4","DAVO003-4",10,0,"GHFF","mode.tree"
"13545","DAVO","3","DAVO003","5","DAVO003-5",37,0,"GHFF","mode.tree"
"13546","DAVO","3","DAVO003","6","DAVO003-6",16,0,"GHFF","mode.tree"
"13547","DAVO","3","DAVO003","7","DAVO003-7",20,0,"GHFF","mode.tree"
"13548","DAVO","3","DAVO003","8","DAVO003-8",15,0,"GHFF","mode.tree"
"13549","DAVO","3","DAVO003","9","DAVO003-9",17,0,"GHFF","mode.tree"
"13550","DAVO","3","DAVO003","10","DAVO003-10",75,0,"GHFF","mode.tree"
"13551","DAVO","4","DAVO004","1","DAVO004-1",43,0,"GHFF","mode.tree"
"13552","DAVO","4","DAVO004","2","DAVO004-2",13,0,"GHFF","mode.tree"
"13553","DAVO","4","DAVO004","3","DAVO004-3",22,0,"GHFF","mode.tree"
"13554","DAVO","4","DAVO004","4","DAVO004-4",10,0,"GHFF","mode.tree"
"13555","DAVO","4","DAVO004","5","DAVO004-5",37,0,"GHFF","mode.tree"
"13556","DAVO","4","DAVO004","6","DAVO004-6",16,0,"GHFF","mode.tree"
"13557","DAVO","4","DAVO004","7","DAVO004-7",20,0,"GHFF","mode.tree"
"13558","DAVO","4","DAVO004","8","DAVO004-8",15,0,"GHFF","mode.tree"
"13559","DAVO","4","DAVO004","9","DAVO004-9",17,0,"GHFF","mode.tree"
"13560","DAVO","4","DAVO004","10","DAVO004-10",75,0,"GHFF","mode.tree"
"13561","DAVO","5","DAVO005","1","DAVO005-1",43,0,"GHFF","mode.tree"
"13562","DAVO","5","DAVO005","2","DAVO005-2",13,0,"GHFF","mode.tree"
"13563","DAVO","5","DAVO005","3","DAVO005-3",22,0,"GHFF","mode.tree"
"13564","DAVO","5","DAVO005","4","DAVO005-4",10,0,"GHFF","mode.tree"
"13565","DAVO","5","DAVO005","5","DAVO005-5",37,0,"GHFF","mode.tree"
"13566","DAVO","5","DAVO005","6","DAVO005-6",16,0,"GHFF","mode.tree"
"13567","DAVO","5","DAVO005","7","DAVO005-7",20,0,"GHFF","mode.tree"
"13568","DAVO","5","DAVO005","8","DAVO005-8",15,0,"GHFF","mode.tree"
"13569","DAVO","5","DAVO005","9","DAVO005-9",17,0,"GHFF","mode.tree"
"13570","DAVO","5","DAVO005","10","DAVO005-10",75,0,"GHFF","mode.tree"
"13571","DAVO","6","DAVO006","1","DAVO006-1",43,15.5,"GHFF","mode.tree"
"13572","DAVO","6","DAVO006","2","DAVO006-2",13,0,"GHFF","mode.tree"
"13573","DAVO","6","DAVO006","3","DAVO006-3",22,0,"GHFF","mode.tree"
"13574","DAVO","6","DAVO006","4","DAVO006-4",10,0,"GHFF","mode.tree"
"13575","DAVO","6","DAVO006","5","DAVO006-5",37,0,"GHFF","mode.tree"
"13576","DAVO","6","DAVO006","6","DAVO006-6",16,0,"GHFF","mode.tree"
"13577","DAVO","6","DAVO006","7","DAVO006-7",20,0,"GHFF","mode.tree"
"13578","DAVO","6","DAVO006","8","DAVO006-8",15,0,"GHFF","mode.tree"
"13579","DAVO","6","DAVO006","9","DAVO006-9",17,0,"GHFF","mode.tree"
"13580","DAVO","6","DAVO006","10","DAVO006-10",75,0,"GHFF","mode.tree"
"13581","DAVO","7","DAVO007","1","DAVO007-1",43,0,"GHFF","mode.tree"
"13582","DAVO","7","DAVO007","2","DAVO007-2",13,0,"GHFF","mode.tree"
"13583","DAVO","7","DAVO007","3","DAVO007-3",22,0,"GHFF","mode.tree"
"13584","DAVO","7","DAVO007","4","DAVO007-4",10,0,"GHFF","mode.tree"
"13585","DAVO","7","DAVO007","5","DAVO007-5",37,0,"GHFF","mode.tree"
"13586","DAVO","7","DAVO007","6","DAVO007-6",16,0,"GHFF","mode.tree"
"13587","DAVO","7","DAVO007","7","DAVO007-7",20,0,"GHFF","mode.tree"
"13588","DAVO","7","DAVO007","8","DAVO007-8",15,0,"GHFF","mode.tree"
"13589","DAVO","7","DAVO007","9","DAVO007-9",17,0,"GHFF","mode.tree"
"13590","DAVO","7","DAVO007","10","DAVO007-10",75,0,"GHFF","mode.tree"
"13591","DAVO","8","DAVO008","1","DAVO008-1",43,0,"GHFF","mode.tree"
"13592","DAVO","8","DAVO008","2","DAVO008-2",13,0,"GHFF","mode.tree"
"13593","DAVO","8","DAVO008","3","DAVO008-3",22,0,"GHFF","mode.tree"
"13594","DAVO","8","DAVO008","4","DAVO008-4",10,0,"GHFF","mode.tree"
"13595","DAVO","8","DAVO008","5","DAVO008-5",37,0,"GHFF","mode.tree"
"13596","DAVO","8","DAVO008","6","DAVO008-6",16,0,"GHFF","mode.tree"
"13597","DAVO","8","DAVO008","7","DAVO008-7",20,0,"GHFF","mode.tree"
"13598","DAVO","8","DAVO008","8","DAVO008-8",15,0,"GHFF","mode.tree"
"13599","DAVO","8","DAVO008","9","DAVO008-9",17,0,"GHFF","mode.tree"
"13600","DAVO","8","DAVO008","10","DAVO008-10",75,0,"GHFF","mode.tree"
"13601","DAVO","9","DAVO009","1","DAVO009-1",43,0,"GHFF","mode.tree"
"13602","DAVO","9","DAVO009","2","DAVO009-2",13,0,"GHFF","mode.tree"
"13603","DAVO","9","DAVO009","3","DAVO009-3",22,0,"GHFF","mode.tree"
"13604","DAVO","9","DAVO009","4","DAVO009-4",10,0,"GHFF","mode.tree"
"13605","DAVO","9","DAVO009","5","DAVO009-5",37,0,"GHFF","mode.tree"
"13606","DAVO","9","DAVO009","6","DAVO009-6",16,0,"GHFF","mode.tree"
"13607","DAVO","9","DAVO009","7","DAVO009-7",20,0,"GHFF","mode.tree"
"13608","DAVO","9","DAVO009","8","DAVO009-8",15,0,"GHFF","mode.tree"
"13609","DAVO","9","DAVO009","9","DAVO009-9",17,0,"GHFF","mode.tree"
"13610","DAVO","9","DAVO009","10","DAVO009-10",75,0,"GHFF","mode.tree"
"13611","DAVO","10","DAVO010","1","DAVO010-1",43,0,"GHFF","mode.tree"
"13612","DAVO","10","DAVO010","2","DAVO010-2",13,0,"GHFF","mode.tree"
"13613","DAVO","10","DAVO010","3","DAVO010-3",22,0,"GHFF","mode.tree"
"13614","DAVO","10","DAVO010","4","DAVO010-4",10,0,"GHFF","mode.tree"
"13615","DAVO","10","DAVO010","5","DAVO010-5",37,0,"GHFF","mode.tree"
"13616","DAVO","10","DAVO010","6","DAVO010-6",16,0,"GHFF","mode.tree"
"13617","DAVO","10","DAVO010","7","DAVO010-7",20,0,"GHFF","mode.tree"
"13618","DAVO","10","DAVO010","8","DAVO010-8",15,0,"GHFF","mode.tree"
"13619","DAVO","10","DAVO010","9","DAVO010-9",17,0,"GHFF","mode.tree"
"13620","DAVO","10","DAVO010","10","DAVO010-10",75,0,"GHFF","mode.tree"
"13621","DAVO","11","DAVO011","1","DAVO011-1",43,0,"GHFF","mode.tree"
"13622","DAVO","11","DAVO011","2","DAVO011-2",13,0,"GHFF","mode.tree"
"13623","DAVO","11","DAVO011","3","DAVO011-3",22,0,"GHFF","mode.tree"
"13624","DAVO","11","DAVO011","4","DAVO011-4",10,0,"GHFF","mode.tree"
"13625","DAVO","11","DAVO011","5","DAVO011-5",37,0,"GHFF","mode.tree"
"13626","DAVO","11","DAVO011","6","DAVO011-6",16,0,"GHFF","mode.tree"
"13627","DAVO","11","DAVO011","7","DAVO011-7",20,0,"GHFF","mode.tree"
"13628","DAVO","11","DAVO011","8","DAVO011-8",15,0,"GHFF","mode.tree"
"13629","DAVO","11","DAVO011","9","DAVO011-9",17,0,"GHFF","mode.tree"
"13630","DAVO","11","DAVO011","10","DAVO011-10",75,0,"GHFF","mode.tree"
"13631","DAVO","12","DAVO012","1","DAVO012-1",43,0,"GHFF","mode.tree"
"13632","DAVO","12","DAVO012","2","DAVO012-2",13,0,"GHFF","mode.tree"
"13633","DAVO","12","DAVO012","3","DAVO012-3",22,0,"GHFF","mode.tree"
"13634","DAVO","12","DAVO012","4","DAVO012-4",10,0,"GHFF","mode.tree"
"13635","DAVO","12","DAVO012","5","DAVO012-5",37,0,"GHFF","mode.tree"
"13636","DAVO","12","DAVO012","6","DAVO012-6",16,0,"GHFF","mode.tree"
"13637","DAVO","12","DAVO012","7","DAVO012-7",20,0,"GHFF","mode.tree"
"13638","DAVO","12","DAVO012","8","DAVO012-8",15,0,"GHFF","mode.tree"
"13639","DAVO","12","DAVO012","9","DAVO012-9",17,0,"GHFF","mode.tree"
"13640","DAVO","12","DAVO012","10","DAVO012-10",75,0,"GHFF","mode.tree"
"13641","DAVO","13","DAVO013","1","DAVO013-1",43,0,"GHFF","mode.tree"
"13642","DAVO","13","DAVO013","2","DAVO013-2",13,0,"GHFF","mode.tree"
"13643","DAVO","13","DAVO013","3","DAVO013-3",22,0,"GHFF","mode.tree"
"13644","DAVO","13","DAVO013","4","DAVO013-4",10,0,"GHFF","mode.tree"
"13645","DAVO","13","DAVO013","5","DAVO013-5",37,0,"GHFF","mode.tree"
"13646","DAVO","13","DAVO013","6","DAVO013-6",16,0,"GHFF","mode.tree"
"13647","DAVO","13","DAVO013","7","DAVO013-7",20,0,"GHFF","mode.tree"
"13648","DAVO","13","DAVO013","8","DAVO013-8",15,0,"GHFF","mode.tree"
"13649","DAVO","13","DAVO013","9","DAVO013-9",17,0,"GHFF","mode.tree"
"13650","DAVO","13","DAVO013","10","DAVO013-10",75,0,"GHFF","mode.tree"
"13651","DBUR","1","DBUR001","1","DBUR001-1",58,0,"GHFF","mode.tree"
"13652","DBUR","1","DBUR001","2","DBUR001-2",54,0,"GHFF","mode.tree"
"13653","DBUR","1","DBUR001","3","DBUR001-3",11,0,"GHFF","mode.tree"
"13654","DBUR","1","DBUR001","4","DBUR001-4",37,0,"GHFF","mode.tree"
"13655","DBUR","1","DBUR001","5","DBUR001-5",34,0,"GHFF","mode.tree"
"13656","DBUR","1","DBUR001","6","DBUR001-6",30,0,"GHFF","mode.tree"
"13657","DBUR","1","DBUR001","7","DBUR001-7",32,0,"GHFF","mode.tree"
"13658","DBUR","1","DBUR001","8","DBUR001-8",28,0,"GHFF","mode.tree"
"13659","DBUR","1","DBUR001","9","DBUR001-9",24,0,"GHFF","mode.tree"
"13660","DBUR","1","DBUR001","10","DBUR001-10",19,0,"GHFF","mode.tree"
"13661","DBUR","2","DBUR002","1","DBUR002-1",58,0,"GHFF","mode.tree"
"13662","DBUR","2","DBUR002","2","DBUR002-2",54,0,"GHFF","mode.tree"
"13663","DBUR","2","DBUR002","3","DBUR002-3",11,0,"GHFF","mode.tree"
"13664","DBUR","2","DBUR002","4","DBUR002-4",37,0,"GHFF","mode.tree"
"13665","DBUR","2","DBUR002","5","DBUR002-5",34,0,"GHFF","mode.tree"
"13666","DBUR","2","DBUR002","6","DBUR002-6",30,0,"GHFF","mode.tree"
"13667","DBUR","2","DBUR002","7","DBUR002-7",32,0,"GHFF","mode.tree"
"13668","DBUR","2","DBUR002","8","DBUR002-8",28,0,"GHFF","mode.tree"
"13669","DBUR","2","DBUR002","9","DBUR002-9",24,0,"GHFF","mode.tree"
"13670","DBUR","2","DBUR002","10","DBUR002-10",19,0,"GHFF","mode.tree"
"13671","DBUR","3","DBUR003","1","DBUR003-1",58,0,"GHFF","mode.tree"
"13672","DBUR","3","DBUR003","2","DBUR003-2",54,0,"GHFF","mode.tree"
"13673","DBUR","3","DBUR003","3","DBUR003-3",11,0,"GHFF","mode.tree"
"13674","DBUR","3","DBUR003","4","DBUR003-4",37,0,"GHFF","mode.tree"
"13675","DBUR","3","DBUR003","5","DBUR003-5",34,0,"GHFF","mode.tree"
"13676","DBUR","3","DBUR003","6","DBUR003-6",30,0,"GHFF","mode.tree"
"13677","DBUR","3","DBUR003","7","DBUR003-7",32,0,"GHFF","mode.tree"
"13678","DBUR","3","DBUR003","8","DBUR003-8",28,0,"GHFF","mode.tree"
"13679","DBUR","3","DBUR003","9","DBUR003-9",24,0,"GHFF","mode.tree"
"13680","DBUR","3","DBUR003","10","DBUR003-10",19,0,"GHFF","mode.tree"
"13681","DBUR","4","DBUR004","1","DBUR004-1",58,0,"GHFF","mode.tree"
"13682","DBUR","4","DBUR004","2","DBUR004-2",54,0,"GHFF","mode.tree"
"13683","DBUR","4","DBUR004","3","DBUR004-3",11,0,"GHFF","mode.tree"
"13684","DBUR","4","DBUR004","4","DBUR004-4",37,0,"GHFF","mode.tree"
"13685","DBUR","4","DBUR004","5","DBUR004-5",34,0,"GHFF","mode.tree"
"13686","DBUR","4","DBUR004","6","DBUR004-6",30,0,"GHFF","mode.tree"
"13687","DBUR","4","DBUR004","7","DBUR004-7",32,0,"GHFF","mode.tree"
"13688","DBUR","4","DBUR004","8","DBUR004-8",28,0,"GHFF","mode.tree"
"13689","DBUR","4","DBUR004","9","DBUR004-9",24,0,"GHFF","mode.tree"
"13690","DBUR","4","DBUR004","10","DBUR004-10",19,0,"GHFF","mode.tree"
"13691","DBUR","5","DBUR005","1","DBUR005-1",58,0,"GHFF","mode.tree"
"13692","DBUR","5","DBUR005","2","DBUR005-2",54,0,"GHFF","mode.tree"
"13693","DBUR","5","DBUR005","3","DBUR005-3",11,0,"GHFF","mode.tree"
"13694","DBUR","5","DBUR005","4","DBUR005-4",37,0,"GHFF","mode.tree"
"13695","DBUR","5","DBUR005","5","DBUR005-5",34,0,"GHFF","mode.tree"
"13696","DBUR","5","DBUR005","6","DBUR005-6",30,0,"GHFF","mode.tree"
"13697","DBUR","5","DBUR005","7","DBUR005-7",32,0,"GHFF","mode.tree"
"13698","DBUR","5","DBUR005","8","DBUR005-8",28,0,"GHFF","mode.tree"
"13699","DBUR","5","DBUR005","9","DBUR005-9",24,0,"GHFF","mode.tree"
"13700","DBUR","5","DBUR005","10","DBUR005-10",19,0,"GHFF","mode.tree"
"13701","DBUR","6","DBUR006","1","DBUR006-1",58,0,"GHFF","mode.tree"
"13702","DBUR","6","DBUR006","2","DBUR006-2",54,0,"GHFF","mode.tree"
"13703","DBUR","6","DBUR006","3","DBUR006-3",11,0,"GHFF","mode.tree"
"13704","DBUR","6","DBUR006","4","DBUR006-4",37,0,"GHFF","mode.tree"
"13705","DBUR","6","DBUR006","5","DBUR006-5",34,0,"GHFF","mode.tree"
"13706","DBUR","6","DBUR006","6","DBUR006-6",30,0,"GHFF","mode.tree"
"13707","DBUR","6","DBUR006","7","DBUR006-7",32,0,"GHFF","mode.tree"
"13708","DBUR","6","DBUR006","8","DBUR006-8",28,0,"GHFF","mode.tree"
"13709","DBUR","6","DBUR006","9","DBUR006-9",24,0,"GHFF","mode.tree"
"13710","DBUR","6","DBUR006","10","DBUR006-10",19,0,"GHFF","mode.tree"
"13711","DBUR","7","DBUR007","1","DBUR007-1",58,0,"GHFF","mode.tree"
"13712","DBUR","7","DBUR007","2","DBUR007-2",54,0,"GHFF","mode.tree"
"13713","DBUR","7","DBUR007","3","DBUR007-3",11,0,"GHFF","mode.tree"
"13714","DBUR","7","DBUR007","4","DBUR007-4",37,0,"GHFF","mode.tree"
"13715","DBUR","7","DBUR007","5","DBUR007-5",34,0,"GHFF","mode.tree"
"13716","DBUR","7","DBUR007","6","DBUR007-6",30,0,"GHFF","mode.tree"
"13717","DBUR","7","DBUR007","7","DBUR007-7",32,0,"GHFF","mode.tree"
"13718","DBUR","7","DBUR007","8","DBUR007-8",28,0,"GHFF","mode.tree"
"13719","DBUR","7","DBUR007","9","DBUR007-9",24,0,"GHFF","mode.tree"
"13720","DBUR","7","DBUR007","10","DBUR007-10",19,0,"GHFF","mode.tree"
"13721","DBUR","8","DBUR008","1","DBUR008-1",58,0,"GHFF","mode.tree"
"13722","DBUR","8","DBUR008","2","DBUR008-2",54,0,"GHFF","mode.tree"
"13723","DBUR","8","DBUR008","3","DBUR008-3",11,0,"GHFF","mode.tree"
"13724","DBUR","8","DBUR008","4","DBUR008-4",37,0,"GHFF","mode.tree"
"13725","DBUR","8","DBUR008","5","DBUR008-5",34,0,"GHFF","mode.tree"
"13726","DBUR","8","DBUR008","6","DBUR008-6",30,0,"GHFF","mode.tree"
"13727","DBUR","8","DBUR008","7","DBUR008-7",32,0,"GHFF","mode.tree"
"13728","DBUR","8","DBUR008","8","DBUR008-8",28,0,"GHFF","mode.tree"
"13729","DBUR","8","DBUR008","9","DBUR008-9",24,0,"GHFF","mode.tree"
"13730","DBUR","8","DBUR008","10","DBUR008-10",19,0,"GHFF","mode.tree"
"13731","DBUR","9","DBUR009","1","DBUR009-1",58,0,"GHFF","mode.tree"
"13732","DBUR","9","DBUR009","2","DBUR009-2",54,0,"GHFF","mode.tree"
"13733","DBUR","9","DBUR009","3","DBUR009-3",11,0,"GHFF","mode.tree"
"13734","DBUR","9","DBUR009","4","DBUR009-4",37,0,"GHFF","mode.tree"
"13735","DBUR","9","DBUR009","5","DBUR009-5",34,0,"GHFF","mode.tree"
"13736","DBUR","9","DBUR009","6","DBUR009-6",30,0,"GHFF","mode.tree"
"13737","DBUR","9","DBUR009","7","DBUR009-7",32,0,"GHFF","mode.tree"
"13738","DBUR","9","DBUR009","8","DBUR009-8",28,0,"GHFF","mode.tree"
"13739","DBUR","9","DBUR009","9","DBUR009-9",24,0,"GHFF","mode.tree"
"13740","DBUR","9","DBUR009","10","DBUR009-10",19,0,"GHFF","mode.tree"
"13741","DBUR","10","DBUR010","1","DBUR010-1",58,0,"GHFF","mode.tree"
"13742","DBUR","10","DBUR010","2","DBUR010-2",54,0,"GHFF","mode.tree"
"13743","DBUR","10","DBUR010","3","DBUR010-3",11,0,"GHFF","mode.tree"
"13744","DBUR","10","DBUR010","4","DBUR010-4",37,0,"GHFF","mode.tree"
"13745","DBUR","10","DBUR010","5","DBUR010-5",34,0,"GHFF","mode.tree"
"13746","DBUR","10","DBUR010","6","DBUR010-6",30,0,"GHFF","mode.tree"
"13747","DBUR","10","DBUR010","7","DBUR010-7",32,0,"GHFF","mode.tree"
"13748","DBUR","10","DBUR010","8","DBUR010-8",28,0,"GHFF","mode.tree"
"13749","DBUR","10","DBUR010","9","DBUR010-9",24,0,"GHFF","mode.tree"
"13750","DBUR","10","DBUR010","10","DBUR010-10",19,0,"GHFF","mode.tree"
"13751","DBUR","11","DBUR011","1","DBUR011-1",58,0,"GHFF","mode.tree"
"13752","DBUR","11","DBUR011","2","DBUR011-2",54,0,"GHFF","mode.tree"
"13753","DBUR","11","DBUR011","3","DBUR011-3",11,0,"GHFF","mode.tree"
"13754","DBUR","11","DBUR011","4","DBUR011-4",37,0,"GHFF","mode.tree"
"13755","DBUR","11","DBUR011","5","DBUR011-5",34,0,"GHFF","mode.tree"
"13756","DBUR","11","DBUR011","6","DBUR011-6",30,0,"GHFF","mode.tree"
"13757","DBUR","11","DBUR011","7","DBUR011-7",32,0,"GHFF","mode.tree"
"13758","DBUR","11","DBUR011","8","DBUR011-8",28,0,"GHFF","mode.tree"
"13759","DBUR","11","DBUR011","9","DBUR011-9",24,0,"GHFF","mode.tree"
"13760","DBUR","11","DBUR011","10","DBUR011-10",19,0,"GHFF","mode.tree"
"13761","DBUR","12","DBUR012","1","DBUR012-1",58,0,"GHFF","mode.tree"
"13762","DBUR","12","DBUR012","2","DBUR012-2",54,0,"GHFF","mode.tree"
"13763","DBUR","12","DBUR012","3","DBUR012-3",11,0,"GHFF","mode.tree"
"13764","DBUR","12","DBUR012","4","DBUR012-4",37,0,"GHFF","mode.tree"
"13765","DBUR","12","DBUR012","5","DBUR012-5",34,0,"GHFF","mode.tree"
"13766","DBUR","12","DBUR012","6","DBUR012-6",30,0,"GHFF","mode.tree"
"13767","DBUR","12","DBUR012","7","DBUR012-7",32,0,"GHFF","mode.tree"
"13768","DBUR","12","DBUR012","8","DBUR012-8",28,0,"GHFF","mode.tree"
"13769","DBUR","12","DBUR012","9","DBUR012-9",24,0,"GHFF","mode.tree"
"13770","DBUR","12","DBUR012","10","DBUR012-10",19,0,"GHFF","mode.tree"
"13771","DBUR","13","DBUR013","1","DBUR013-1",58,0,"GHFF","mode.tree"
"13772","DBUR","13","DBUR013","2","DBUR013-2",54,0,"GHFF","mode.tree"
"13773","DBUR","13","DBUR013","3","DBUR013-3",11,0,"GHFF","mode.tree"
"13774","DBUR","13","DBUR013","4","DBUR013-4",37,0,"GHFF","mode.tree"
"13775","DBUR","13","DBUR013","5","DBUR013-5",34,0,"GHFF","mode.tree"
"13776","DBUR","13","DBUR013","6","DBUR013-6",30,0,"GHFF","mode.tree"
"13777","DBUR","13","DBUR013","7","DBUR013-7",32,0,"GHFF","mode.tree"
"13778","DBUR","13","DBUR013","8","DBUR013-8",28,0,"GHFF","mode.tree"
"13779","DBUR","13","DBUR013","9","DBUR013-9",24,0,"GHFF","mode.tree"
"13780","DBUR","13","DBUR013","10","DBUR013-10",19,0,"GHFF","mode.tree"
"13781","DCAN","1","DCAN001","1","DCAN001-1",42,0,"GHFF","mode.tree"
"13782","DCAN","1","DCAN001","2","DCAN001-2",71,0,"GHFF","mode.tree"
"13783","DCAN","1","DCAN001","3","DCAN001-3",70,0,"GHFF","mode.tree"
"13784","DCAN","1","DCAN001","4","DCAN001-4",48,0,"GHFF","mode.tree"
"13785","DCAN","1","DCAN001","5","DCAN001-5",50,0,"GHFF","mode.tree"
"13786","DCAN","1","DCAN001","6","DCAN001-6",54,0,"GHFF","mode.tree"
"13787","DCAN","1","DCAN001","7","DCAN001-7",26,0,"GHFF","mode.tree"
"13788","DCAN","1","DCAN001","8","DCAN001-8",24,0,"GHFF","mode.tree"
"13789","DCAN","1","DCAN001","9","DCAN001-9",62,0,"GHFF","mode.tree"
"13790","DCAN","1","DCAN001","10","DCAN001-10",27,0,"GHFF","mode.tree"
"13791","DCAN","2","DCAN002","1","DCAN002-1",42,0,"GHFF","mode.tree"
"13792","DCAN","2","DCAN002","2","DCAN002-2",71,0,"GHFF","mode.tree"
"13793","DCAN","2","DCAN002","3","DCAN002-3",70,0,"GHFF","mode.tree"
